Index	Author	Article
76	WilliamKazer	boe Co on tuesday sign a $ 685 million contract to sell jet to china with vice presid Al gore on hand , signal a boost in busi relat after beij onli a year ago had turn to european rival airbus.bo and chines aviat offici ink a contract for five 777-200 jet in a ceremoni at the cavern great hall of the peopl , also attend by chines premier Li peng.und the accord , chines state-run intern carrier air china will take deliveri of the plane in 1998 and 1999 . `` air china 's order is a vote of confid in the world 's best-sel airplan in it market , '' said ronald woodard , presid of boe commerci airplan group.woodard told report both side had reach basic agreement a year ago , but sign face lengthi delay becaus of polit differ between china and the unit state . `` there is no doubt the contract wa not execut when it wa readi becaus of tension between the u.s. and china last year and the year befor , '' he told report at a news brief after the ceremoni . `` there are time when polit are involv , '' he said.a year ago , china and the unit state were at odd over a rang of issu from trade and human right to beij 's sabre-rattl over taiwan.chines premier Li peng wa also on hand when beij turn to the european consortium airbu industri in april last year , buy 30 airlin in a $ 1.5 billion deal.sinc then , sino-u.s. tension have eas as the two side have made painstak effort to patch up their differences.th gore visit is aim at ensur that trend continues.gor is the most senior u.s. offici to visit china sinc then-presid georg bush travel to beij in earli 1989 -- just month befor a crackdown on democraci protest in the chines capit 's tiananmen square.bo offici tri to play down last minut question about whether gore would attend the sign ceremoni , say there never wa ani doubt . `` I wa told he 'd be there and he wa , '' said woodard.u. . offici and boe were non-committ as late as on monday about gore 's plans.th clinton administr ha been on the defens over accus of illeg chines contribut to the democrat party.china ha angrili denounc the alleg , insist that it did not make ani payment and say that rival taiwan may be behind it current difficulties.th washington post ha said the feder bureau of investig warn six member of congress last year that they had been target by china to receiv illeg campaign contribut from foreign corporations.bo offici said they hope the unit state would take further step to keep the relationship healthi . `` We strongli and fulli support grant china perman most favour nation statu and china 's access to the world trade organis . both are critic to achiev normalis world trade , '' woodard said.china ha sought perman preferenti trade statu from the unit state to avoid an annual review.it ha also push for entri into the global trade bodi , but washington ha insist that beij agre to liberalis more of it trade polici first.bo walk away from the latest contract sign ceremoni with a bit less than it wanted.compani offici said they had been hope to sell 10 of the 777 to china . they said , howev , thi wa a commerci decis and they were hope of further order in the futur .
77	WilliamKazer	the australian stock exchang on tuesday use the china visit of prime minist john howard to make a high profil sale pitch for chines compani to list share on australia 's stock market.th australian prime minist , befor meet china 's presid jiang zemin , found time to open a seminar for china 's market regul and top-level manag of it state-run compani design to show them whi they should look to australia to rais capital.senior offici from the australian stock exchang as well as brokerag and legal firm deliv the messag that australia had much to offer . `` cross-bord equiti trade now amount to around $ 4 trillion a year , which no stock market can afford to ignor , '' australian stock exchang chairman mauric newman told the seminar . `` I hope that one day we may be abl to welcom you to our market . `` most chines compani that have list their share abroad have chosen hong kong where investor have been snap up china-rel stocks.on recent list of a china-link compani wa nearli 900 time oversubscrib , and australia may find it difficult to gener that kind of interest.newman later told report that 19 of 31 asian-own compani on the australian exchang alreadi had a china connect . these compani have often use a corpor not base in china to make the list , in effect sidestep regulatori curb in their home country.trad in some of those issu ha not been activ . `` the liquid of those compani is mix , '' said newman . `` As a group we would prefer that it were greater . `` australia may soon get it first direct chines listing.taihang cement , a cement produc base in the northern provinc of hebei , ha alreadi gain approv from chines regulatori author for a foreign listing.compani offici told report they hope to list their share in australia by the year-end . `` We chose australia becaus we have a foundat there , '' said zhang zhixian , taihang 's manag of invest develop , note that the compani export cement to australia.compani offici said the exact size of the offer had not been set but would rang between 100 and 200 million yuan ( $ 12-24 million ) .other particip at the seminar said australia might target it effort at sector where australia is alreadi strong , such as in natur resourc . `` australia would have a natur advantag in infrastructur and resource-bas compani , '' said toni greenwood , of law firm blake dawson waldron , note the heavi weight of such stock in australia.on area of concern for chines compani will be financi transpar , which ha pose a problem for them in the past.som chines compani have had troubl compli with domest regul and other have come under critic in hong kong for lack of transpar . `` our concern must also be the integr of our market , '' said newman . `` It is import that compani are familiar with our list requir and they observ them faith . ''
78	WilliamKazer	china 's stock regul are tri to reassert control over what they see as backdoor list of chines compani in hong kong , market sourc said on thursday.they said the new concern were trigger by the list thi week of gitic enterpris , a hong kong compani that is control indirectli by the guangdong intern trust and invest corp ( gitic ) , base in the south china citi of guangzhou.they said the problem wa particularli sensit becaus of the territori 's return to chines sovereignti on juli 1 under a sino-british accord that promis a high degre of autonomi for 50 year after the transfer of polit power . `` the ( chines ) author are certainli worri about thi issu and we could see some guidelin emerg befor too long , '' said a secur industri executive.a foreign secur compani execut agre . `` china is worri that a number of good compani will inject mainland asset into hong kong compani and then take them public without their approv . `` chines compani that wish to list share abroad , usual in hong kong , need clearanc from a number of central govern regulatori bodi , includ the watchdog agenc , the china secur regulatori commiss ( csrc ) .rule for hong kong compani control by chines interest are less clear , but recent mani of these firm have first gain approv from beijing.git enterpris did not get prior clearanc and regulatori object are believ to have present a last-minut hurdle.th offer wa allow to proceed , howev , and wa a stun success . the issu , nearli 900 time subscrib , finish it first day of trade on wednesday at HK $ 4.375 compar with it offer price of HK $ 1.05 . `` the compani is list now so there is no need to address the issu of whether the csrc wa involv , '' said an offici of parent compani gitic , speak by telephon from guangzhou.at least two more hong kong-regist compani control by chines firm from beij and tianjin were prepar to offer share in hong kong . they were like to wait for chines regulatori clearanc , sourc said.anoth guangdong compani ha postpon plan for an offer of share by a hong kong compani it control becaus of the latest develop , said sourc in beij and hong kong . `` the problem is mainli with guangdong provinc , '' said a regul in beijing.guangdong , far from the reach of author in beij and back by consider financi muscl , ha often been at odd with central govern directives.th scope of control over hong kong is even more sensitive.th csrc and other financi regul have repeatedli said they would not interfer in supervisori matter in hong kong , in keep with beij 's promis for the territori after the handover.an offici at the csrc wa unabl to clarifi the extent of the agenc 's regulatori power on thi issu . `` I ca n't comment , '' said the offici . `` It is too sensit . `` secur regul in guangdong underscor the problem of reach agreement on the issu . `` when a compani seek permiss from the csrc we are usual awar of it , '' said a provinci regulatori offici . `` but a hong kong-regist compani doe not necessarili have to go through the csrc . ''
79	WilliamKazer	china issu more tough warn on curb risk in the financi sector on thursday , fresh on the heel of the failur of one of it big trust companies.it also accus some offici of ignor past warn and cover up problem . `` there are all sort of seriou financi crime now and if these problem are not earnestli address , thi could greatli weaken the payment system and damag the good reput of our socialist financi system , '' said the offici financi new in a front-pag commentari . `` the biggest problem is that some offici look but fail to see the problem in their own region or depart , '' it said . `` when they see the problem they fail to check on them and in some case they cover up and encourag such action . `` the newspap , publish by the central bank , said failur to tackl the problem would exacerb the nation 's deficit and lead to unwant growth in the money supply.th central bank announc thi month the closur of the big china agribusi develop trust and invest corp ( cadtic ) , an invest hous under the ministri of agricultur , becaus of seriou illeg and irregular practices.cadt 's manag wa taken over by the state-run china construct bank while it foreign busi wa hand over to the bank of china.china ha been tri to separ trust firm from state bank , fear that trust failur could drag down the bank system and lead to social unrest.china ha no bank deposit insur system and would probabl have to step in to support a bank that went into default , bank offici said.it willing to prop up trust compani is somewhat less certain.u. . rate agenc moodi 's investor servic issu a report thi month say that central author might not rush to support troubl trust . repay of foreign lender in the event of futur closur wa not guarante , it said.th financi new said a plan separ of bank from trust compani -- origin set for complet at the end of last year -- had to be finish in the first half of thi year.bank industri offici have said that the huge problem of the china agribusi develop trust , while known to regul for some time , were a `` wake-up call '' that foreshadow more problem throughout the financi system.th latest round of warn follow a nation bank confer that focus on excess financi risk in the bank system .
80	WilliamKazer	In china 's headlong rush to develop , first in it fanat leftw past and then in the get-rich-quick day of reform , it ha hack or bulldoz away much of it architectur heritage.grac old courtyard of beij have fallen victim to the develop onslaught in recent year , crumbl alongsid one of the earliest casualti -- the onc majest beij citi wall.built to ward off invad centuri ago , the wall wa unabl to withstand the inroad of it own peopl bent on discard what wa consid out of date.but china 's capit is tri to make amend for some of it past excess by restor a small portion of the wall that encircl the citi until it wa dismantl in the year after the communist takeov in 1949.resid of beij have been answer a public call to return citi wall brick to help rebuild a small section of the structure.brick onc buri in courtyard , kept as household ornament or use as build materi have been hand over to a group restor the wall under the direct of the beij citi govern . `` We hope to have about 115 metr of the wall restor thi year , '' said Li yancheng of the beij histor relic construct Co of the municip government.m dynasti kilnssom 30,000 brick from the old wall have been donat to the project and now sit stack on a citi lot where they will be use in the restor effort.work chip off harden soil , reveal the name of ming dynasti kiln ( 1368-1644 a.d. ) where the brick were fire . `` As a child I rememb help take down part of the wall , '' said Li . `` adult were do it so I join in . now I have a chanc to put some of the wall back togeth . `` the wall , which stood 12 metr ( 39 ft ) tall and 16 metr wide ( 52 ft ) in some place , wa built larg in the ming dynasti , although some part date back to the yuan dynasti ( 1279-1368 a.d. ) , a period of mongol rule.c wall clear TO make room for tiananmen squarelarg chunk of the wall were pull down in the 1950 when beij 's communist leader creat tiananmen square.mor wa torn down in the 1960 and 1970 for the construct of one of the citi 's main road and for the subway.mani of the citi gate were left stand , although what had been the zhonghua gate is now the site of the mausoleum for late revolutionari leader mao zedong in the centr of tiananmen square.in more recent year , market-styl econom reform have sent real estat valu soar , lead to the wholesal clear of older build to make way for sleak new offic towers.on such real estat project ha led to the demolit of home that had been built up against the wall . the outlin of those home is still visibl on the section be restored.th redevelop ha also reveal a bomb shelter , built nearbi dure tension with the former soviet union in the 1960 and use citi wall bricks.retir shoemak answer state 'S call for helphai changhai , a 71-year-old retir shoemak , is one of the beij resid who answer the state 's call to bring back brick taken home when the wall wa demolish . `` they were in our yard and were n't do anyon much good , '' he said after pedal hi tricycl across town to make a donat . `` now the state can make use of them . `` some beij resid point an accus finger at the state -- and the rule communist parti -- for all the destruct of the past . `` none of the communist leader want to protect these thing , '' said dai qing , a dissid writer who ha been activ in preserv histor relic . `` none of them spoke up . `` one of the few peopl who did speak out wa liang sicheng , the head of prestigi qinghua univers 's construct depart in the earli day of communist rule . `` He wa veri critic of the develop plan , '' said cheng zhihua , a professor at the same depart at qinghua today . `` but he had littl influenc becaus the offici media did not publish hi view , '' said cheng.what liang had to say wa danger then , and he wa persecut for hi view dure the cultur revolut , a decad of leftist fanatic that began in 1965.beij offici say there is a grow awar of the need to preserv the past . some resid say that may be becaus so much of the citi 's heritag ha alreadi disappeared.som say other factor may also play a role.a museum may be built near the wall when it is restor and citi planner soon will have anoth tourist attract .
81	WilliamKazer	farmer near beij mark the death of deng xiaop quietli on thursday , put the hard task of make a live abov memori for the man whose reform rais rural incom dramatically.som peopl in thi rural counti in municip beij offer a privat word of thank to china 's paramount leader , who help steer the nation on a pragmat cours until hi death at the age of 92 on wednesday.som shrug and said they were more concern with put food on the famili tabl , while other said they had not even heard the news . `` Is it true ? '' ask one young man as he unload coal from a truck , heap it besid a small hotel run by farmer who could no longer find work on the land . `` I had n't heard thi . It 's a great loss for the nation of cours , but for me the main concern is make a live , '' he said.chines state media announc deng 's death to the nation earli on thursday.deng , who told hi countrymen that to get rich wa gloriou , may not have made everi farmer wealthi but hi polici have clearli made life easier for most . `` We owe him a debt of gratitud , '' said shi huaiq as he lean against a tree besid a frozen fishpond and watch hi flock graze in a pastor scene top by a distant view of the great wall . `` My life is much better than it wa year ago , '' said the 45-year-old , who thank to polici introduc by deng can now rais and sell hi sheep privat without be brand a traitor to commun . `` befor I could n't sell these sheep on my own , '' he said . `` now I earn a good live . `` down the road from thi villag , a 70 year-old retir farmer surnam zhao echo those sentiment . `` We are much better off than befor , '' he said , smile a toothless grin as he sift through a road-sid rubbish dump look for scrap plastic . `` In the old day we all ate togeth and work togeth in the product brigad . none of us had ani money but now I have enough to get by with a littl help from my son , '' he said.th one-tim farmer said that in the 1950 deng had visit a villag not far from where he wa stand and had express hi disgust at the harsh condit of rural life at that time . `` He at least wa concern with our welfar , '' said zhao.but some peopl said they were disappoint that incom had not grown faster and express disdain for a surg in corrupt unleash by deng 's econom reform . `` deng may have been concern for our welfar , but mani local offici still exploit us , '' said a farmer name Du as he sold fruit at a roadsid stall near an appl orchard he tend . `` the polic alway come along and chase us away and sometim throw my appl on the ground , '' Du said . `` I may be better off now than I wa but it is still hard to make a live , '' he said . `` We still have a long way to go . ''
82	WilliamKazer	china vow on friday to get tough in it drive to keep bank out of the stock market and accus big financi institut of fuell a specul bubbl on the nation 's bourses.st media quot china 's top econom polici maker , vice premier zhu rongji , as warn banker that they could go to jail for divert fund into the stock market . `` We will vigor seek to uncov ani use of fund that are not in compani account or the use of bank credit for stock market specul , '' zhu told a nation bank confer in beij on thursday . `` those in posit of respons will be sack and in crimin case we will pursu the offend under crimin law , '' he said.in a commentari alongsid the report of the meet , the financi new , a daili publish by the central bank , blame a big rise in share price last year on institut specul . `` most peopl believ that a specul bubbl emerg ( in the nation 's stock market ) at the end of last year , '' it said.it blame thi on a divers of fund from the bank system into the stock market , and ad that it wa clear thi had involv institut money.beij move to cool off the heat stock market specul -- which had push one of the main indic up as much as 360 percent -- by warn investor that what goe up must come down , and remind them that the state would not step in to bail them out.china also ha been tri to keep it state-run bank from fuell stock market specul , first by sever their tie to trust compani -- which can put fund in the stock market -- and by make it harder for them to financ stock speculation.secur industri offici said the aim wa to insul the bank system from ani major setback for the stock market . `` thi is aim at protect the bank system , '' said wang yun , gener manag of the shanxi secur trade centr in taiyuan , a region trade centr for the main bours in shanghai and shenzhen . `` central govern author would also prefer to see these fund go to state enterpris , '' he told the china secur bulletin , a hong kong-bas publication.but broker said that while ensur the health of the bank system wa a nobl goal , author should not drive all institut money away from the market . `` china now ha more individu investor than it had in the past , but the main investor are institut , '' said a beijing-bas broker . `` If they are driven away , there wo n't be much turnov left in the market . ''
83	WilliamKazer	citizen spill into public place across china on saturday to mourn the late leader deng xiaop , act spontan in the face of a lack of offici memori activities.st televis ha been run endless offici paean to deng and show formal mourn activ organis by chines offici in hong kong , washington and other foreign cities.but in china itself , and especi the capit beij , the state ha done littl to encourag public show of mourn , leav the citizenri to do thing themselves.in deng 's home villag of paifang in southwestern sichuan provinc , ten of thousand of mourner have throng to the courtyard of hi birth sinc the commun 's favourit son die on wednesday night.in the sichuan capit chengdu , peopl pour into peopl 's squar on thursday and by nightfal the crowd swell past 10,000 , mani carri candl , wit said by telephone.in the absenc of a deng portrait , peopl gather round a statu of china 's revolutionari leader mao zedong . `` for us here it 's tumultu , '' a worker at a hotel on the squar told reuter . `` not onli in chengdu but all across sichuan provinc , it 's tumultu . `` the crowd thin on friday and saturday , but offici were toler the squar 's use as a centr for mourn and mani peopl were weep openli over deng 's death . mani came on outing organis by their work unit . `` there are sever hundr polic , traffic polic and peopl 's arm polic to maintain order and prevent peopl get hurt , '' the hotel worker said.in the southern boomtown of shenzhen , a special econom zone near hong kong that wa deng 's earliest reform brainchild , hundr of peopl file past a giant deng billboard which had been turn into a makeshift shrine.th billboard stand in a squar besid one of deng 's most stun innov , the shenzhen stock exchang , which deng said prove that market were accept not onli in capitalist societi but also under socialism.mourn place wreath of white and yellow chrysanthemum below the billboard , some drape with white streamer bear deng 's reformist slogan or newspap clip about a 1992 visit deng made to shenzhen to jumpstart hi stall reform . `` We wish you heavenli peac , '' read one streamer . said anoth : `` thank you for the reform and open up . `` `` there 's no public organis mourn of deng , but I think thi is better becaus peopl who come to mourn for deng do it from the bottom of their heart , '' said a policeman name chen.at shenzhen 's botan garden , someon had hung a black and white portrait of deng from a banyan tree that deng plant in 1992 . score of peopl burn incens and bow three time in the tradit chines form of mourn . `` uncl deng , we miss you ! '' wail a kneel man surnam jin who had brought hi year-old child . `` come child , pay your respect to uncl deng . `` `` I wa shatter by the news of hi death , '' jin said later . `` He ha done simpli too much for us . I can find no word to express my grief and can onli repay him by work harder . `` deng 's legaci of market wa quietli thrive at a nearbi privat floral shop , whose owner wa do brisk busi sell a fresh shipment of flower . `` Of cours I 'm happi . I 've sold more than 10,000 yuan ( US $ 1,200 ) worth of chrysanthemum today , '' she said .
84	WilliamKazer	china 's foreign minist qian qichen on friday dismiss british opposit to beij 's plan to disband hong kong 's legislatur and said it would not affect the smooth transfer of power in the territori thi year . `` the british side 's opposit to thi is an overreact and unreason and unnecessari , '' qian told report . `` ... if they ( british author ) continu to voic their opposit to the oper of the provision legisl council I do n't think it will have ani impact on the smooth transit of hong kong , '' he said.hong kong revert to chines rule at midnight on june 30 , becom a special administr region of china after 150 year of british rule.beij ha pledg to allow hong kong a high degre of autonomi for 50 year after the transfer of power.china ha said it will scrap hong kong 's exist elect legisl council and instal an appoint provision bodi in a move oppos by britain as well as the unit states.qian , who is also a vice-premi , conced that foreign countri had commerci interest in hong kong but that did not give them the right to inferfer in the territori 's affair after the handov . `` No foreign countri ha the right to interfer in the affair of the hong kong special administr region , '' he said , repeat beij 's long-stand position.qian also held out the prospect of legisl who lost seat in hong kong be abl to run for post in china 's parliament , the nation peopl 's congress.h said , howev , they would have to recognis the chines constitut and accept china 's procedur for choos delegates.china 's parliament ha littl real power and it main task is to approv law draft by the communist party.it ha nearli 3,000 deleg and hong kong will be entitl to onli 36 of those seat next year .
85	WilliamKazer	premier Li peng said on friday china want a swift end to a crisi surround a senior north korean defector shelter in south korea 's mission in beijing.li gave littl hint as to how the month-long standoff would end , although he said stabil on the tens korean peninsula wa a key consider . `` I can tell you condit are nearli ripe for solv thi problem , '' Li told report when ask about progress in negoti on the fate of hwang jang-yop , who ha sought refug in seoul 's beij consulate.china want to `` appropri solv thi problem at an earli date '' , he told a news confer at beij 's cavern great hall of the peopl . `` On thi question , china will exercis caution and we will handl the issu by proceed from the mainten of peac on the korean peninsula , '' Li said . `` Of cours , we will consid the posit of all side , '' he said.hwang , a senior ideolog theoretician and top aid to suprem leader kim jong-il , ha been strand in the consular compound sinc februari 12 while china and north and south korea negoti hi fate.h is the most senior offici to defect from the isol stalinist state.h ha said he want to be allow to go to south korea and foreign diplomat have said that he would like be allow to leav for a third countri first and then travel to seoul.th defect on chines territori ha deepli embarrass beij , forc it to chose between it old communist alli of north korea and it new capitalist friend in the south.china and north korea fought side by side in the 1950-53 korean war but beij ha drawn closer to south korea as it push ahead with rapid develop under market-styl econom reforms.li repeat beij 's posit that it had jurisdict sinc hwang ask for asylum while he wa in beijing.h said china would follow intern practic in solv the disput but he made the somewhat surpris remark that there wa no automat right to asylum as far as beij wa concern . `` china doe not recognis the right of diplomat asylum by foreign embassi or consul in it territori , '' he said.beij ha , howev , allow asylum seeker to leav foreign embassi on it soil in the past.dissid fang lizhi sought shelter in the u.s. embassi in beij shortli after the armi crackdown on dissent in june 1989 . He wa eventu allow to leav for the unit state .
86	WilliamKazer	china on tuesday reject hong kong governor chri patten 's critic of it propos to abolish a seri of law in the territori after it revert to beij 's control , say it wa an intern affair.beij also angrili remind britain that china wa no longer a weak , pre-revolutionari govern , and said it would not toler other countri tri to impos their will on it . `` We can not accept patten 's so-cal statement , '' foreign ministri spokesman shen guofang said , refer to the governor 's critic of plan to abolish law on democrat elect and civil liberti in hong kong after the transfer of power thi year . `` I want to remind the british author in hong kong that the govern of china today is not the pre-1949 govern , '' he told report , refer to the year of the communist revolut . `` We can not accept ani instanc of other tri to impos their will on us . `` patten had condemn a move by a china-appoint panel , known as the preparatori committe , to draw up a list of 25 law and articl for repeal or amend after the transfer of power at midnight on june 30.after the handov , the territori that ha been a british coloni for more than 150 year will becom a special administr region of china.th foreign ministri spokesman said the preparatori committe had the author to review exist hong kong law to determin whether they were in conflict with the basic law , a mini-constitut draft by china for the territori . `` thi is entir an intern matter for china , '' he said.shen also tri to play down the impact of the propos , say there basic would be no chang to exist laws.h call on the hong kong govern to avoid make statement that `` misl the public or undermin moral in the territori '' .patten had said the propos , made at a committe meet in beij on sunday , struck at the heart of hong kong 's civil liberti and appear to be polit motiv rather than reflect real inconsist with the basic law.among the law to be dilut are hong kong 's bill of right , a 1992 elect law , the societi ordin which permit the format of polit parti and a 1995 public order ordin which allow peac demonstr . `` those law which conflict with the basic law can not continu as law of the special administr region , '' shen said.h said that if the preparatori committe recommend the revis or abolit of these law , it wa reason and in the interest of a smooth transfer of power.th spokesman also dismiss as groundless concern over the independ of the judici system under chines rule .
87	WilliamKazer	china 's presid jiang zemin grant a rare meet to member of the u.s. hous of repres on tuesday in a campaign aim at boost tie with the american congress.a beam jiang wa shown on state televis receiv the 22 repres -- the biggest u.s. congression deleg ever to visit china . `` improv sino-u.s. relat and develop them on a healthi basi is in the interest of both countri , '' he said . `` I had veri good discuss with presid ( bill ) clinton in manila in novemb and we reach some import understand . `` the chines side is will to grasp the present opportun and , along with the unit state , to reduc difficulti between our two countri . `` beij and washington have been tri to mend tie that were badli strain by a seri of disput over the past two year rang from taiwan to trade and human rights.in manila , jiang and clinton agre on an exchang of presidenti visit in 1997 and 1998 that would be the first sinc presid georg bush came to china in earli 1989.analyst said china 's communist leadership -- and jiang in particular -- were eager to boost tie with the congress , fear that beij had suffer by reli too heavili on it link to the u.s. administr in the past.they note that the beij believ it wa led astray by administr assur that taiwan presid lee teng-hui would not be permit to visit the unit state in 1995.congress push hard for lee and the landmark privat visit wa eventu allow to proceed , a decis that enrag beijing.china turn it anger on the island , which it consid a rebel provinc , first break off a semi-offici channel for talk with taipei and later hold missil test near the island in march last year.jim kolb , the arizona republican who is lead the congression deleg , told report shortli befor hi meet with jiang on tuesday that chines leader had recognis the need for contact with congress . `` the chines are becom much more skill and have much more contact '' with congress , he said.memb of the congression group told report that human right had come up in discuss with other chines offici and would be rais dure the meet with jiang.jiang met a u.s. senat group led by minor leader tom daschl last november.jiang , who is known to be fond of western pop song , wa said to have entertain that group with some of hi repertoir . It wa unknown if the kolb deleg would be treat to the same welcom .
88	WilliamKazer	china publish on saturday a list of anti-dump rule to protect local compani from unfair foreign competition.chines economist said the rule would help domest compani , mani of them target of similar dump claim oversea , protect their share of the domest market.they also said the move appear to be aim at give a legal framework to protect from unfair competit and clarifi procedur for it use . `` mani chines compani are unabl to compet in the face of unfair trade practic , '' economist cheng xiusheng of the state council ( cabinet ) develop research centr told reuter . `` mani other countri have impos anti-dump duti against chines product and china need a system to regul it own market and protect it compani , '' he said.th rule , publish in the offici peopl 's daili , give the govern the right to determin whether import good are aid by offici subsidi and impos anti-dump duti on foreign good . cash guarante can be demand to ensur payment.pric in the export countri or third countri will be use to determin a fair price for good in disput and set a countervail duty.th rule also provid guidelin for domest compani to file complaint about unfair competit and set a maximum length of 12 month for an investig . special case are allow to take 18 month . the rule also empow the state to take retaliatori measur against countri that impos `` discriminatori '' countervail duti against chines goods.beij 's offici media have said the dump of foreign good on the domest market had cost china some 10 billion yuan ( $ 1.2 billion ) a year and had caus the loss of hundr of thousand of jobs.mani domest manufactur were pressur the govern to take step to offset these polici , newspap have said.oth economist said china wa tri to codifi the protect of it industri and bring it trade polici more in line with intern practice.they ad that as china sought to join the world trade organis it wa be forc to make it polic more transpar .
89	WilliamKazer	A chines ideologu known for hi strictli orthodox marxist view deni on tuesday that he wa the author of two essay critic of china 's reforms.deng liqun , 81 , a former communist parti propaganda chief and secretari to chairman mao zedong , said the author of two articl that have becom known as `` the 10,000 word essay '' wa Li yanm . `` I did n't write the essay , it wa Li yanm , '' deng told report . He did not further identifi Li yanm and gave no ask whether he support Li 's view in `` the 10,000 word essay '' that ha spark widespread behind-the-scen debat , he smile and shrug and said : `` He wrote what wa on hi mind . `` deng wa attend an econom summit in beij that wa assess the busi climat in china , with a heavi emphasi on the success of the reform programm launch in 1979 by deng xiaop to elimin stultifi stalinist-styl plan in favour of market forces.ask if he agre with issu under debat at the confer , deng adopt the officially-sanct public parti line : `` Of cours . china is a veri big countri , it ha a lot of potenti but it also ha a lot of problem to be solv . `` sever of the speaker at the confer call for tougher effort to reform china 's ail state-own enterpris , which `` the 10,000 word essay '' warn are suffer at the expens of privat enterprise.china 's propaganda tsar recent suspend a magazin and ban articl by a lead bankruptci expert after a lengthi behind-door debat on the essay erupt into the public eye.th ban prompt an open letter by a writer in beij question whether china 's propaganda offici were oppos to econom reform and whether they back the leadership of state presid and communist parti chief jiang zemin.th press and public administr , under the parti 's power propaganda depart , suspend public of the econom work monthli , base in southwestern guizhou provinc , in august , said sourc familiar with the magazine.th suspens follow the magazin 's public of an articl critic of the privat circul 10,000-word essay , which also urg a return to the class struggl espous by mao.western diplomat and chines analyst have describ a literari and cultur freez in recent month amid a crackdown by propaganda tsar on public and author that dare to break away from a stultifi diet of state-approv fare.th presid of the outspoken beij youth daili is to be replac soon by a more conserv editor.th clampdown ha been fuell by a call for `` spiritu civilis '' -- a communist watchword for orthodox marxist valu -- as the theme for a parti plenum schedul for later thi month , the analyst said.parti chief jiang is said to have distanc himself from the essay at the annual session of the nation peopl 's congress , or parliament , last march , when he reportedli said : `` some peopl say I support the 10,000-word essay , is n't that underestim me too much ? ''
90	WilliamKazer	china 's central bank , stung by the collaps of a major trust compani , is look warili at the nation 's financi system , warn of danger to beij 's prestig and social stability.th failur of the china agribusi develop trust and invest corp ( cadtic ) becaus of `` seriou illeg and irregular practic '' wa deepli embarrass for china 's financi regul , banker said.but it wa a vindic of sort for those who have been tri to make the peopl 's bank of china more like it western counterpart , boost the central bank 's abil to detect problem in the financi sector , they said.that eventu could help to give it more independ from the nation 's polit decision-mak , banker said.und a three-year , world bank-sponsor programm , the central bank enlist the help of big account firm price waterhous to strengthen it account and supervisori abil . `` they ( central bank offici ) recognis they had to improv the qualiti of the inform they had , '' said J. thoma maci , who head up the price waterhous team work with the central bank . `` you ca n't make good decis if you do n't have good data , '' he told reuter in an interview.loan often not repaidth peopl 's bank of china wa onc seen as mere the financi arm of the govern , ensur that money alloc for lend went to the right place . whether borrow ever repaid wa less important.china 's four , main state-run bank have a combin 134,000 branch and each branch report to the central bank independ . that gave the central bank a huge flow of uncoordin and often not veri use information.a western diplomat who view such report pile up at the central bank said he ask a bank employe sever year ago what the central bank did with the data and wa told earnestli : `` We add the number up . `` `` the data gave no idea of the state of health of the financi system , '' said price waterhous 's macy.that is clearli changing.a comput system wa design for the bank 's report purpos and a risk-bas aproach to financi examin is be introduced.maci said an 800-page examin manual would be given to some 10,000 bank examiners.centr bank tighten grip ON sectorchines banker say the central bank is alreadi tighten it grip on the financi system . `` they are check much more close now , '' said a chines banker in shenzhen near hong kong . `` they are keep a close eye on the commerci bank . `` mani foreign banker agre there ha been a mark chang . `` the data collect is get much better , '' said a japanes banker . `` but more work on technic inspect is need to bring them ( central bank oper ) up to intern level , '' he said.oth argu that such skill are not learn overnight.bank said problem similar to those that forc the closur of cadtic thi month still lurk elsewher in the financi sector . smaller trust compani set up by region or local govern are particularli vulnerable.centr bank sound alarm but lack independencecentr banker have been sound the alarm over financi risk , bring up the theme repeatedli at a recent nation bank conference.they push home the need for a separ of trust compani -- like cadtic -- from bank so that bank and their depositor would be insul from problem at trust firms.they also made their case for keep bank fund out of the volatil stock and futur markets.if the central bank can demonstr that it ha taken charg of financi supervis it might find it ha more room to manoeuvr in the policy-mak area , banker said.econom issu such as money suppli target -- or even the decis to let foreign bank conduct local currenc busi -- are highli politicis in china . the central bank ultim must listen to the view of the state council , or cabinet.whil thi may be polit necessari now , banker said they would like to see the govern give the central bank a vote of confid by grant it more decision-mak author .
